time,fr.mrcraftcod.simulator.sensors.Sensor[1]
1.0,30.696919155275385
2.0,30.596919155275383
3.0,30.496919155275382
4.0,30.39691915527538
5.0,30.29691915527538
6.0,30.196919155275378
7.0,30.096919155275376
8.0,29.996919155275375
9.0,29.896919155275373
